"","block_num","id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree","compas_decile_score","two_year_recid","c_charge_desc","mturk_charge_name","full_charge_description"
"29",1,9295,3,0,30,0,0,2,313,1,2,0,"Possession of Hydromorphone","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"30",1,4105,1,0,33,0,0,7,229,1,9,1,"Neglect Child / No Bodily Harm","Child Neglect","When a caregiver willfully, or through culpable negligence, fails to provide a child with the care, supervision, and services necessary to maintain the child's physical and mental health that a prudent person would consider essential for the well-being of the child"
"31",1,8517,2,0,23,0,0,0,45,0,3,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"32",1,4841,1,0,55,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"33",1,10011,2,0,45,0,0,4,127,0,3,1,"Driving License Suspended","Driving with a Suspended License","Driving with a license that has been suspended"
"34",1,1441,2,0,30,0,0,1,45,0,5,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"35",1,2182,2,1,26,0,0,1,190,1,6,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"36",1,9435,1,0,24,0,0,3,306,1,5,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"37",1,1741,2,0,24,0,0,5,418,1,6,1,"Uttering a Forged Instrument","Forgery","When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
"38",1,7324,1,0,30,0,0,0,169,1,1,0,"Felony Battery (Dom Strang)","Battery","Intentionally causing bodily harm to another person without a weapon"
"39",1,2910,1,0,42,0,0,0,128,0,4,0,"Driving Under The Influence","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"40",1,3957,3,0,24,0,0,1,84,0,2,0,"Contribute Delinquency Of A Minor","Contributing to the Delinquency Of A Minor","When a person over the age of eighteen commits any act which causes, tends to cause, encourages, or contributes to a minor become delinquent, dependent, or a child in need of services"
"41",1,1022,2,1,31,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"42",1,921,2,0,30,0,0,1,283,0,7,0,"Possess Cannabis/20 Grams Or Less","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"43",1,3115,2,1,40,0,0,7,326,0,4,0,"Prostitution/Lewd Act Assignation","Prostitution","Engaging in sex for money"
"44",1,7678,2,0,28,0,2,7,306,1,7,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"45",1,855,2,0,38,0,0,0,60,1,1,0,"Burglary Dwelling Assault/Batt","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"46",1,2393,2,0,22,0,0,0,65,1,3,0,"Burglary Unoccupied Dwelling","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"47",1,9501,3,0,45,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"48",1,7412,1,0,28,0,0,0,169,1,2,1,"Felony Battery (Dom Strang)","Battery","Intentionally causing bodily harm to another person without a weapon"
"49",1,10044,1,0,34,0,0,0,374,0,2,1,"Susp Drivers Lic 1st Offense","Driving with a Suspended License","Driving with a license that has been suspended"
"50",1,8938,2,1,48,0,0,0,45,0,5,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"51",2,3248,1,0,70,0,0,11,306,1,1,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"52",2,4943,2,0,46,1,0,9,190,1,9,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"53",2,3854,2,0,22,0,0,1,190,1,3,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"54",2,1103,2,0,22,0,0,0,246,1,8,0,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"55",2,4977,1,0,39,6,1,17,306,1,7,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"56",2,5765,2,0,51,1,0,19,175,1,9,0,"Felony Petit Theft","Theft","The taking of another person's property worth less than $300"
"57",2,2002,1,0,49,0,0,12,283,0,5,0,"Possess Cannabis/20 Grams Or Less","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"58",2,4860,2,1,24,0,0,0,45,0,2,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"59",2,1941,2,0,28,0,0,0,134,0,1,0,"DUI Property Damage/Injury","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"60",2,913,2,0,31,0,0,3,425,0,8,1,"Viol Pretrial Release Dom Viol","Domestic Violence","The touching or striking of a family member, household member, or domestic partner against their will"
"61",2,3010,1,0,58,0,0,0,132,0,1,0,"DUI Blood Alcohol Above 0.20","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"62",2,7897,1,1,24,0,0,0,45,0,5,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"63",2,7920,2,0,22,0,0,0,289,1,4,0,"Possess w/I/Utter Forged Bills","Forgery","When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
"64",2,375,1,0,30,0,0,4,159,1,2,0,"False Imprisonment","False Imprisonment","When a person either forcibly, by threat, confines, abducts, imprisons, or restrains another person without lawful authority against their will, or secretly confines, abducts, imprisons, or restrains another person without lawful authority against their will"
"65",2,4991,2,0,58,0,0,10,306,1,3,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"66",2,4546,2,0,32,0,0,0,306,1,1,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"67",2,8046,2,0,27,0,0,13,246,1,10,1,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"68",2,1066,1,0,40,0,0,1,222,1,2,0,"Manufacture Cannabis","Manufacturing Cannabis/Marijuana","Manufacturing or cultivating cannabis"
"69",2,5049,1,1,26,0,0,0,128,0,2,0,"Driving Under The Influence","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"70",2,10502,1,0,31,0,0,0,169,1,1,0,"Felony Battery (Dom Strang)","Battery","Intentionally causing bodily harm to another person without a weapon"
"71",2,4640,2,0,25,0,1,10,112,1,10,1,"Deliver Cocaine","Dealing Cocaine","Possessing cocaine with the intent to sell or deliver the cocaine"
"72",2,4098,2,0,26,0,0,4,344,1,4,1,"Robbery Sudd Snatch No Weapon","Robbery","When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
"73",2,7834,2,0,33,0,0,1,169,1,2,0,"Felony Battery (Dom Strang)","Battery","Intentionally causing bodily harm to another person without a weapon"
"74",2,794,2,0,29,0,0,5,253,1,5,1,"Poss Contr Subst W/o Prescript","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"75",2,408,1,1,22,0,0,1,246,1,3,0,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"76",2,3647,2,0,20,0,0,0,190,1,3,0,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"77",2,5500,1,0,72,0,0,7,344,1,4,0,"Robbery Sudd Snatch No Weapon","Robbery","When a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat"
"78",2,2034,1,0,37,0,0,2,209,1,2,0,"Leaving the Scene of Accident","Fleeing the Scene of an Accident","When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved"
"79",2,726,1,0,34,0,0,4,303,1,6,1,"Possession of Cannabis","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"80",2,9634,3,0,24,0,0,2,212,1,3,0,"Lewd/Lasc Battery Pers 12+/<16","Child Molestation","Intentionally touching the breasts, genitals, or buttocks of a child younger than 16 in a lewd or lascivious manner"
"81",2,6189,1,1,46,0,0,1,167,1,2,0,"Felony Batt(Great Bodily Harm)","Battery","Intentionally causing bodily harm to another person without a weapon"
"82",2,4629,1,0,55,0,0,0,45,0,1,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"83",2,9407,2,0,40,0,0,20,129,1,7,0,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"84",2,6240,2,0,50,0,0,0,306,1,1,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"85",2,2525,1,0,28,0,0,0,86,1,2,0,"Counterfeit Lic Plates/Sticker","Forgery","When a person falsely makes, alters, counterfeits, or forges a document that carries Òlegal efficacyÓ"
"86",2,8162,4,0,48,0,0,0,15,1,2,0,"Aggravated Assault W/Dead Weap","Assault with a Deadly Weapon","An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
"87",2,1195,2,1,37,0,0,3,336,1,7,0,"Resist Officer w/Violence","Resisting an Officer with Violence","When a person knowingly and willfully resists, obstructs, or opposes a law enforcement officer by threatening violence or engaging in violent conduct against the law enforcement officer was engaged in the lawful execution of a legal duty"
"88",2,2703,2,0,51,0,0,3,172,1,7,0,"Felony Driving While Lic Suspd","Driving with a Suspended License","Driving with a license that has been suspended"
"89",2,6207,2,0,38,0,0,0,145,0,8,1,"Extradition/Defendants","Extradition of Defendants","The transfer of an accused criminal by one state or nation to another"
"90",2,10423,1,0,28,0,0,2,377,1,2,1,"Tamper With Witness/Victim/CI","Tampering with a Witness","The act of attempting to alter or prevent the testimony of witnesses within criminal or civil proceedings"
"91",2,282,1,0,45,0,0,8,423,0,4,1,"Viol Injunct Domestic Violence","Domestic Violence","The touching or striking of a family member, household member, or domestic partner against their will"
"92",2,7032,1,1,58,0,0,1,134,0,2,0,"DUI Property Damage/Injury","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"93",2,838,2,0,44,0,0,1,333,0,3,0,"Reckless Driving","Reckless Driving","When you drive a vehicle in a manner that shows a willful disregard for the safety of persons or property"
"94",2,10220,2,0,24,0,0,1,246,1,3,0,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"95",2,1490,2,0,30,0,0,4,45,0,4,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"96",2,6884,1,0,29,0,0,0,18,1,8,0,"Aggravated Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"97",2,10748,1,0,44,0,0,1,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"98",2,1361,2,0,27,0,0,5,142,0,3,1,"Expired DL More Than 6 Months","Driving with an Expired License","Driving with a license that is expired"
"99",2,4161,2,0,54,0,0,0,45,0,1,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"100",2,5270,2,0,31,0,0,0,45,0,4,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"101",3,7416,3,0,26,0,0,2,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"102",3,8099,1,0,28,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"103",3,2685,2,1,21,0,0,0,190,1,5,0,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"104",3,2624,2,0,51,0,0,0,306,1,2,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"105",3,3768,2,1,36,0,0,1,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"106",3,10448,2,0,48,0,0,11,337,0,4,1,"Resist/Obstruct W/O Violence","Resisting an Officer","When a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty"
"107",3,5614,2,0,33,0,0,2,10,1,8,1,"Aggrav Battery w/Deadly Weapon","Battery with a Deadly Weapon","Intentionally causing bodily harm to another person with a deadly weapon"
"108",3,2338,3,0,59,0,0,0,133,0,1,0,"DUI Level 0.15 Or Minor In Veh","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"109",3,4029,3,0,28,0,0,0,45,0,2,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"110",3,4082,1,0,24,0,0,0,375,1,5,1,"Tamper With Victim","Tampering with a Witness","The act of attempting to alter or prevent the testimony of witnesses within criminal or civil proceedings"
"111",3,4426,1,1,43,0,0,0,186,0,2,0,"Grand Theft (Motor Vehicle)","Grand Theft","The unlawful taking of property worth more than $300"
"112",3,7079,1,0,25,0,0,3,280,1,7,0,"Poss3,4 Methylenedioxymethcath","Possession of Ecstasy","Possession of Ecstasy"
"113",3,7840,1,0,22,0,0,1,190,1,2,0,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"114",3,9889,2,0,35,0,0,9,303,1,6,0,"Possession of Cannabis","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"115",3,7315,2,0,24,0,0,2,45,0,5,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"116",3,2691,2,0,54,0,0,0,368,0,1,0,"Soliciting For Prostitution","Soliciting For Prostitution","When a person solicits, induces, entices, or procures another person to engage in prostitution, lewdness, or assignation"
"117",3,7010,2,0,54,0,0,4,306,1,3,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"118",3,7170,1,0,22,0,0,0,306,1,5,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"119",3,6314,1,0,20,0,0,0,187,1,6,1,"Grand Theft Dwell Property","Grand Theft","The unlawful taking of property worth more than $300"
"120",3,999,1,0,38,0,0,1,90,1,1,1,"Crimin Mischief Damage $1000+","Criminal Damage of more than $1000","When a person willfully and maliciously damages another person's property - with damage of more than $1,000"
"121",3,4620,1,0,41,0,0,0,306,1,2,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"122",3,8909,1,0,46,0,0,0,127,0,1,0,"Driving License Suspended","Driving with a Suspended License","Driving with a license that has been suspended"
"123",3,5607,1,0,38,0,0,2,311,1,3,0,"Possession Of Heroin","Possession of Heroin",NA
"124",3,4126,2,0,30,0,0,0,319,1,2,1,"Possession of Oxycodone","Possession of Oxycodone","Possession of Oxycodone"
"125",3,6683,2,1,24,0,0,3,244,0,6,1,"PL/Unlaw Use Credit Card","Fraud","Wrongful or criminal deception intended to result in financial or personal gain"
"126",3,10390,1,0,29,0,0,3,306,1,4,1,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"127",3,10762,3,1,26,0,0,1,130,0,4,0,"DUI - Enhanced","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"128",3,4703,3,0,25,0,0,0,246,1,2,1,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"129",3,9428,1,0,52,0,0,7,45,0,2,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"130",3,5917,2,0,32,0,0,1,132,0,4,1,"DUI Blood Alcohol Above 0.20","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"131",3,5213,3,0,33,0,0,3,127,0,2,0,"Driving License Suspended","Driving with a Suspended License","Driving with a license that has been suspended"
"132",3,505,2,0,29,0,0,0,15,1,1,0,"Aggravated Assault W/Dead Weap","Assault with a Deadly Weapon","An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
"133",3,1833,4,0,24,0,0,0,404,1,3,0,"Unauth Poss ID Card or DL","Fraud","Wrongful or criminal deception intended to result in financial or personal gain"
"134",3,5352,2,0,24,0,0,0,128,0,2,1,"Driving Under The Influence","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"135",3,7224,2,0,24,0,0,1,169,1,3,1,"Felony Battery (Dom Strang)","Battery","Intentionally causing bodily harm to another person without a weapon"
"136",3,10783,1,0,66,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"137",3,5217,2,0,37,0,0,0,169,1,1,1,"Felony Battery (Dom Strang)","Battery","Intentionally causing bodily harm to another person without a weapon"
"138",3,4461,1,0,64,0,0,8,129,1,1,0,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"139",3,3510,1,0,36,1,0,10,45,0,9,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"140",3,9844,1,0,51,0,0,2,190,1,1,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"141",3,526,1,1,21,0,0,0,306,1,6,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"142",3,10824,2,1,23,0,0,1,58,1,4,1,"Burglary Conveyance Unoccup","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"143",3,9690,2,1,26,0,0,0,144,0,2,0,"Exposes Culpable Negligence","Child Abuse","Intentional infliction of physical or mental injury upon a child"
"144",3,10919,2,0,35,0,0,12,45,0,6,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"145",3,2572,2,1,28,0,0,2,297,1,5,1,"Possession Of Alprazolam","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"146",3,8528,2,0,32,0,0,1,159,1,2,0,"False Imprisonment","False Imprisonment","When a person either forcibly, by threat, confines, abducts, imprisons, or restrains another person without lawful authority against their will, or secretly confines, abducts, imprisons, or restrains another person without lawful authority against their will"
"147",3,1159,2,1,53,0,0,0,172,1,1,0,"Felony Driving While Lic Suspd","Driving with a Suspended License","Driving with a license that has been suspended"
"148",3,3234,1,0,39,0,0,8,15,1,1,0,"Aggravated Assault W/Dead Weap","Assault with a Deadly Weapon","An intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent"
"149",3,1286,1,0,24,0,2,3,129,1,4,1,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"150",3,7219,2,0,32,0,0,3,186,1,4,0,"Grand Theft (Motor Vehicle)","Grand Theft","The unlawful taking of property worth more than $300"
"151",4,2773,2,1,49,0,0,14,45,0,7,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"152",4,4558,1,0,33,0,0,0,336,1,1,0,"Resist Officer w/Violence","Resisting an Officer with Violence","When a person knowingly and willfully resists, obstructs, or opposes a law enforcement officer by threatening violence or engaging in violent conduct against the law enforcement officer was engaged in the lawful execution of a legal duty"
"153",4,9352,1,0,20,0,4,4,186,1,10,0,"Grand Theft (Motor Vehicle)","Grand Theft","The unlawful taking of property worth more than $300"
"154",4,8924,2,0,27,0,0,1,21,1,4,1,"Aggravated Battery / Pregnant","Assault","An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
"155",4,853,2,0,50,0,0,3,45,0,3,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"156",4,1385,2,0,28,0,0,4,45,0,2,1,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"157",4,5489,2,0,24,0,0,7,21,1,8,1,"Aggravated Battery / Pregnant","Assault","An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
"158",4,5449,1,0,32,0,0,1,64,1,3,0,"Burglary Structure Unoccup","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"159",4,9919,2,0,32,0,0,0,303,0,4,0,"Possession of Cannabis","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"160",4,1856,1,0,21,0,0,1,49,1,4,0,"Battery on Law Enforc Officer","Battery","Intentionally causing bodily harm to another person without a weapon"
"161",4,1162,2,0,26,0,0,5,186,1,7,1,"Grand Theft (Motor Vehicle)","Grand Theft","The unlawful taking of property worth more than $300"
"162",4,10958,1,1,49,0,0,2,186,1,6,0,"Grand Theft (Motor Vehicle)","Grand Theft","The unlawful taking of property worth more than $300"
"163",4,3794,2,0,46,0,0,0,246,1,7,1,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"164",4,5127,1,1,25,0,0,0,128,0,4,0,"Driving Under The Influence","Driving Under the Influence","Operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher"
"165",4,4193,3,0,44,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"166",4,9933,2,0,27,2,0,14,159,1,10,1,"False Imprisonment","False Imprisonment","When a person either forcibly, by threat, confines, abducts, imprisons, or restrains another person without lawful authority against their will, or secretly confines, abducts, imprisons, or restrains another person without lawful authority against their will"
"167",4,3738,1,0,28,0,0,14,246,1,9,0,"Pos Cannabis W/Intent Sel/Del","Possession of Cannabis/Marijuana","Possession of cannabis/marijuana"
"168",4,9231,1,0,35,0,0,3,306,1,4,0,"Possession of Cocaine","Possession of Cocaine","Possession of cocaine"
"169",4,10709,1,0,74,0,0,0,219,0,1,0,"Lve/Scen/Acc/Veh/Prop/Damage","Fleeing the Scene of an Accident","When a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved"
"170",4,3315,1,0,62,0,0,0,31,0,1,0,"Assault","Assault","An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
"171",4,6386,3,0,28,0,0,2,204,1,3,1,"Kidnapping / Domestic Violence","Kidnapping","When a person forcibly, secretly, or by threat confines, abducts, or imprisons another person against their will, without lawful authority"
"172",4,6546,3,0,28,0,0,2,190,1,8,0,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"173",4,5830,1,0,25,0,0,2,55,1,4,0,"Burglary Conveyance Armed","Burglary","Unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside"
"174",4,3848,2,0,26,0,0,5,11,1,8,1,"Aggrav Child Abuse-Agg Battery","Child Abuse","Intentional infliction of physical or mental injury upon a child"
"175",4,9242,1,0,38,0,0,0,297,1,1,0,"Possession Of Alprazolam","Possession of a Controlled Substance","Possession of a criminalized narcotic or pharmacological drug"
"176",4,4290,2,0,29,0,0,1,374,0,1,0,"Susp Drivers Lic 1st Offense","Driving with a Suspended License","Driving with a license that has been suspended"
"177",4,685,2,1,46,0,0,2,190,1,10,1,"Grand Theft in the 3rd Degree","Grand Theft","The unlawful taking of property worth more than $300"
"178",4,7517,2,1,41,0,0,0,45,0,1,0,"Battery","Battery","Intentionally causing bodily harm to another person without a weapon"
"179",4,7437,1,1,29,0,0,20,129,1,10,1,"Driving While License Revoked","Driving with a Revoked License","Driving with a license that has been revoked"
"180",4,10137,2,0,32,0,0,0,21,1,7,0,"Aggravated Battery / Pregnant","Assault","An intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent"
